	16	36	49	4	19	12	25	15	5	24	8	6	1	41	45	0	7	17	9	2	32	3	53	13	20	11	37	21	28	23	29	33
Aeropyrum_pernix_K1.1027	9.0	4.0	8.0	11.0	9.0	15.0	16.0	9.0	5.0	10.0	17.0	10.0	11.0	9.0	7.0	12.0	8.0	6.0	7.0	5.0	10.0	10.0	10.0	11.0	7.0	5.0	7	2.0	14.0	6.0	4.0	9.0
Aeropyrum_pernix_K1.102	11.0	20.0	14.0	13.0	30.0	28.0	41.0	38.0	17.0	26.0	25.0	20.0	13.0	23.0	21.0	17.0	15.0	19.0	14.0	10.0	14.0	24.0	39.0	34.0	19.0	13.0	22	28.0	22.0	21.0	18.0	19.0
Aeropyrum_pernix_K1.1089	11.0	19.0	22.0	15.0	23.0	23.0	31.0	32.0	16.0	17.0	12.0	13.0	13.0	16.0	10.0	4.0	16.0	14.0	13.0	4.0	9.0	18.0	31.0	21.0	15.0	11.0	22	35.0	18.0	22.0	24.0	12.0
Aeropyrum_pernix_K1.1119	5.0	9.0	10.0	9.0	21.0	17.0	20.0	22.0	8.0	14.0	8.0	11.0	6.0	12.0	15.0	4.0	4.0	9.0	7.0	3.0	7.0	14.0	20.0	19.0	9.0	7.0	12	12.0	11.0	9.0	8.0	7.0
Aeropyrum_pernix_K1.1157	3.0	6.0	15.0	11.0	18.0	21.0	27.0	32.0	20.0	19.0	11.0	6.0	8.0	12.0	15.0	4.0	11.0	14.0	11.0	4.0	10.0	13.0	20.0	17.0	13.0	10.0	19	26.0	19.0	14.0	10.0	12.0
Aeropyrum_pernix_K1.1178	13.0	10.0	9.0	13.0	24.0	19.0	40.0	43.0	20.0	30.0	24.0	14.0	17.0	12.0	29.0	16.0	15.0	21.0	11.0	2.0	13.0	19.0	34.0	36.0	20.0	14.0	33	23.0	10.0	24.0	23.0	15.0
Aeropyrum_pernix_K1.1199	37.0	26.0	32.0	34.0	60.0	45.0	75.0	84.0	62.0	36.0	34.0	24.0	43.0	35.0	47.0	22.0	36.0	52.0	23.0	13.0	26.0	42.0	81.0	59.0	66.0	24.0	54	79.0	40.0	47.0	43.0	30.0
Aeropyrum_pernix_K1.1210	27.0	25.0	30.0	15.0	31.0	54.0	60.0	59.0	33.0	45.0	33.0	22.0	22.0	35.0	26.0	29.0	22.0	22.0	34.0	13.0	18.0	45.0	53.0	45.0	37.0	23.0	36	41.0	44.0	26.0	28.0	18.0
Aeropyrum_pernix_K1.1247	14.0	21.0	17.0	15.0	24.0	31.0	59.0	50.0	26.0	26.0	17.0	12.0	16.0	24.0	13.0	10.0	9.0	15.0	16.0	6.0	9.0	24.0	40.0	39.0	23.0	19.0	32	45.0	32.0	25.0	22.0	14.0
Aeropyrum_pernix_K1.1263	19.0	36.0	40.0	29.0	57.0	31.0	86.0	86.0	46.0	43.0	17.0	27.0	31.0	20.0	31.0	11.0	38.0	42.0	7.0	3.0	18.0	23.0	108.0	64.0	53.0	31.0	46	111.0	40.0	61.0	41.0	28.0
